InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
551400,22632,HAND WARMER RED POLKA DOT,1,05/06/2011 14:08,1.68,15712,United Kingdom
541454,21755,LOVE BUILDING BLOCK WORD,6,11/13/2011 11:33,5.61,13134,United Kingdom
559155,22632,HAND WARMER RED POLKA DOT,7,08/26/2011 11:39,2.08,12676,United Kingdom
542218,22632,HAND WARMER RED POLKA DOT,14,05/12/2011 13:43,1.91,12404,United Kingdom
556797,85099B,JUMBO BAG RED RETROSPOT,7,05/12/2011 17:05,1.93,12751,United Kingdom
586313,23298,SPOTTY BUNTING,3,08/20/2011 09:32,5.41,12745,United Kingdom
547894,22752,SET 7 BABUSHKA NESTING BOXES,1,09/14/2011 15:32,8.04,12839,Netherlands
568589,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,06/25/2011 13:03,2.91,15492,United Kingdom
545745,22752,SET 7 BABUSHKA NESTING BOXES,5,04/16/2011 16:37,7.39,12920,United Kingdom
573522,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,09/22/2011 07:55,2.99,12601,United Kingdom
562324,22197,SMALL POPCORN HOLDER,9,04/28/2011 09:17,0.83,12917,United Kingdom
546736,20725,LUNCH BAG RED RETROSPOT,13,12/07/2010 13:04,1.89,13425,United Kingdom
538547,71053,WHITE METAL LANTERN,3,04/08/2011 10:20,3.47,13506,United Kingdom
565375,23203,JUMBO BAG DOILEY PATTERNS,9,09/28/2011 16:20,1.88,12762,United Kingdom
565584,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,04/13/2011 12:33,4.03,13201,France
550734,20725,LUNCH BAG RED RETROSPOT,5,11/24/2011 08:35,1.71,12596,United Kingdom
539270,23084,RABBIT NIGHT LIGHT,9,09/11/2011 18:48,2.25,12733,Spain
571920,21212,PACK OF 72 RETROSPOT CAKE CASES,12,09/09/2011 11:41,0.38,13233,Belgium
584405,71053,WHITE METAL LANTERN,15,03/18/2011 19:08,3.46,12465,United Kingdom
563789,20727,LUNCH BAG BLACK SKULL.,8,04/08/2011 14:09,1.72,13125,United Kingdom
576102,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,07/25/2011 11:22,3.66,13292,United Kingdom
551640,71053,WHITE METAL LANTERN,3,04/01/2011 17:21,3.77,14533,Germany
578118,22197,SMALL POPCORN HOLDER,11,11/18/2011 09:49,0.9,12708,United Kingdom
578715,21071,VINTAGE BILLBOARD DRINK ME MUG,2,06/21/2011 11:07,1.02,12674,Netherlands
547460,22178,VICTORIAN GLASS HANGING T-LIGHT,9,06/20/2011 13:43,1.42,12444,United Kingdom
570160,71053,WHITE METAL LANTERN,12,06/10/2011 17:02,3.21,13001,Ireland
566861,23084,RABBIT NIGHT LIGHT,12,06/18/2011 17:52,2.07,12913,United Kingdom
562850,22423,REGENCY CAKESTAND 3 TIER,13,05/16/2011 13:15,12.24,12595,Spain
578126,84029E,RED WOOLLY HOTTIE WHITE HEART,9,02/14/2011 11:23,3.54,12708,United Kingdom
547008,23203,JUMBO BAG DOILEY PATTERNS,4,02/20/2011 08:18,2.16,13929,Germany
539832,20725,LUNCH BAG RED RETROSPOT,9,03/01/2011 11:08,1.49,12434,Ireland
547994,22197,SMALL POPCORN HOLDER,3,01/04/2011 15:49,0.86,13562,United Kingdom
568329,21754,HOME BUILDING BLOCK WORD,10,09/28/2011 16:06,6.17,12471,Ireland
564218,22197,SMALL POPCORN HOLDER,3,03/23/2011 15:04,0.94,12621,United Kingdom
585874,21755,LOVE BUILDING BLOCK WORD,8,11/11/2011 12:04,6.7,13061,United Kingdom
560142,21071,VINTAGE BILLBOARD DRINK ME MUG,9,10/03/2011 14:48,1.21,13313,United Kingdom
583531,84029E,RED WOOLLY HOTTIE WHITE HEART,1,03/01/2011 16:24,4.04,12709,United Kingdom
577281,84029E,RED WOOLLY HOTTIE WHITE HEART,3,02/18/2011 17:41,4.26,15744,United Kingdom
556923,22632,HAND WARMER RED POLKA DOT,3,10/17/2011 13:08,1.98,14023,Germany
576254,22632,HAND WARMER RED POLKA DOT,1,08/23/2011 18:42,1.82,14175,United Kingdom
546371,23203,JUMBO BAG DOILEY PATTERNS,6,12/30/2010 14:48,2.03,14040,United Kingdom
575847,21212,PACK OF 72 RETROSPOT CAKE CASES,1,11/27/2011 17:31,0.38,14107,Ireland
545639,22423,REGENCY CAKESTAND 3 TIER,7,02/05/2011 07:00,11.76,12362,United Kingdom
549016,84879,ASSORTED COLOUR BIRD ORNAMENT,1,12/03/2011 14:28,1.8,14569,Netherlands
560396,22178,VICTORIAN GLASS HANGING T-LIGHT,6,04/19/2011 17:14,1.13,13490,Ireland
544731,22383,LUNCH BAG SUKI DESIGN,3,03/12/2011 12:57,1.86,14204,United Kingdom
542991,23203,JUMBO BAG DOILEY PATTERNS,1,05/03/2011 17:14,2.11,12380,United Kingdom
572118,84029E,RED WOOLLY HOTTIE WHITE HEART,6,02/15/2011 10:17,3.94,13222,Spain
582031,21755,LOVE BUILDING BLOCK WORD,16,03/23/2011 18:05,6.04,13465,United Kingdom
564546,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,04/17/2011 08:18,3.87,14552,United Kingdom
561420,84406B,CREAM CUPID HEARTS COAT HANGER,1,10/01/2011 15:18,3.02,14313,United Kingdom
548606,20727,LUNCH BAG BLACK SKULL.,5,08/20/2011 10:24,1.67,12486,United Kingdom
561360,21212,PACK OF 72 RETROSPOT CAKE CASES,8,11/10/2011 16:12,0.4,12627,Germany
563536,22383,LUNCH BAG SUKI DESIGN,7,07/30/2011 12:18,1.58,13387,United Kingdom
562202,22960,JAM MAKING SET WITH JARS,13,05/30/2011 18:22,4.69,13853,United Kingdom
556380,21754,HOME BUILDING BLOCK WORD,1,07/07/2011 07:27,6.18,12801,United Kingdom
586976,20727,LUNCH BAG BLACK SKULL.,7,05/26/2011 18:09,1.63,12842,United Kingdom
563598,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,06/17/2011 08:12,4.56,12744,United Kingdom
570798,22178,VICTORIAN GLASS HANGING T-LIGHT,1,02/06/2011 16:32,1.14,14427,United Kingdom
587386,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,02/19/2011 14:43,4.84,13737,France
574612,23203,JUMBO BAG DOILEY PATTERNS,5,10/30/2011 08:04,2.17,12957,United Kingdom
539380,84406B,CREAM CUPID HEARTS COAT HANGER,1,05/17/2011 17:49,2.81,12863,United Kingdom
552653,85099B,JUMBO BAG RED RETROSPOT,6,10/06/2011 10:20,2.1,12905,United Kingdom
573105,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,04/02/2011 17:53,4.5,13031,United Kingdom
571067,22423,REGENCY CAKESTAND 3 TIER,10,10/30/2011 16:11,13.0,12420,United Kingdom
549010,20725,LUNCH BAG RED RETROSPOT,5,03/18/2011 13:50,1.6,13876,United Kingdom
558562,22138,BAKING SET 9 PIECE RETROSPOT,2,02/11/2011 19:14,5.25,14614,United Kingdom
544810,23084,RABBIT NIGHT LIGHT,1,06/14/2011 12:27,2.27,,United Kingdom
586289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11/13/2011 15:29,2.76,12996,United Kingdom
572316,22383,LUNCH BAG SUKI DESIGN,13,03/13/2011 08:53,1.7,13595,United Kingdom
582697,22752,SET 7 BABUSHKA NESTING BOXES,12,04/08/2011 07:33,7.72,12502,United Kingdom
578782,84029E,RED WOOLLY HOTTIE WHITE HEART,11,07/25/2011 07:29,3.89,12606,France
582368,84879,ASSORTED COLOUR BIRD ORNAMENT,10,02/05/2011 17:42,1.84,12903,United Kingdom
566882,23298,SPOTTY BUNTING,14,02/15/2011 13:45,5.0,12913,United Kingdom
575838,21071,VINTAGE BILLBOARD DRINK ME MUG,16,01/23/2011 17:28,0.98,13711,Portugal
572820,21212,PACK OF 72 RETROSPOT CAKE CASES,5,07/29/2011 16:51,0.43,14734,United Kingdom
552188,71053,WHITE METAL LANTERN,1,05/23/2011 14:04,3.22,13259,Netherlands
586078,84406B,CREAM CUPID HEARTS COAT HANGER,16,01/25/2011 10:25,2.79,12408,United Kingdom
557691,21212,PACK OF 72 RETROSPOT CAKE CASES,9,05/07/2011 14:26,0.45,12658,United Kingdom
585182,23203,JUMBO BAG DOILEY PATTERNS,1,05/17/2011 15:51,2.32,13289,United Kingdom
567678,22633,HAND WARMER UNION JACK,3,08/11/2011 15:13,1.85,15351,United Kingdom
C544406,22752,SET 7 BABUSHKA NESTING BOXES,-3,07/17/2011 19:26,8.13,12545,United Kingdom
564037,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,01/16/2011 09:12,4.11,12756,United Kingdom
585557,22423,REGENCY CAKESTAND 3 TIER,9,10/07/2011 19:56,13.03,12988,United Kingdom
558308,71053,WHITE METAL LANTERN,8,05/05/2011 12:13,3.87,13033,Germany
537518,84879,ASSORTED COLOUR BIRD ORNAMENT,12,10/16/2011 10:34,1.72,12918,United Kingdom
579750,21931,JUMBO STORAGE BAG SUKI,1,12/26/2010 15:50,1.83,15616,United Kingdom
575204,22632,HAND WARMER RED POLKA DOT,9,01/08/2011 17:09,1.84,15387,United Kingdom
538119,22138,BAKING SET 9 PIECE RETROSPOT,9,01/31/2011 10:43,5.21,13099,United Kingdom
544025,22960,JAM MAKING SET WITH JARS,5,12/06/2010 07:58,4.76,,United Kingdom
555791,20725,LUNCH BAG RED RETROSPOT,13,02/09/2011 15:26,1.49,13719,Germany
579609,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,09/29/2011 17:32,3.22,14479,United Kingdom
542412,22961,JAM MAKING SET PRINTED,1,09/15/2011 12:50,1.62,13022,United Kingdom
558634,22138,BAKING SET 9 PIECE RETROSPOT,7,03/20/2011 09:35,4.57,13191,Netherlands
582812,84879,ASSORTED COLOUR BIRD ORNAMENT,18,05/27/2011 18:59,1.74,13721,United Kingdom
575959,84029E,RED WOOLLY HOTTIE WHITE HEART,2,03/25/2011 14:30,3.58,14582,Portugal
584050,85099B,JUMBO BAG RED RETROSPOT,15,08/13/2011 19:50,2.11,13887,Germany
539185,22960,JAM MAKING SET WITH JARS,20,05/13/2011 13:42,4.01,12351,United Kingdom
549823,20727,LUNCH BAG BLACK SKULL.,1,07/01/2011 17:14,1.82,14275,United Kingdom
570016,84029E,RED WOOLLY HOTTIE WHITE HEART,15,06/21/2011 16:36,3.82,12660,United Kingdom
579607,23084,RABBIT NIGHT LIGHT,1,11/28/2011 16:11,2.18,14479,United Kingdom
583966,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,04/09/2011 18:25,2.32,13264,United Kingdom
584321,23203,JUMBO BAG DOILEY PATTERNS,1,10/31/2011 14:17,2.33,14390,Germany
576696,22633,HAND WARMER UNION JACK,18,11/16/2011 11:27,1.86,12405,Ireland
538033,23084,RABBIT NIGHT LIGHT,9,04/04/2011 18:57,2.27,13677,United Kingdom
544718,21755,LOVE BUILDING BLOCK WORD,2,04/27/2011 14:52,6.24,14691,France
572608,21929,JUMBO BAG PINK VINTAGE PAISLEY,17,02/15/2011 17:40,2.33,12625,United Kingdom
540926,20725,LUNCH BAG RED RETROSPOT,11,04/14/2011 14:04,1.66,13193,United Kingdom
575361,22752,SET 7 BABUSHKA NESTING BOXES,1,03/24/2011 19:04,7.03,13143,United Kingdom
C564694,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,02/07/2011 19:07,2.84,13631,United Kingdom
586262,84029E,RED WOOLLY HOTTIE WHITE HEART,14,01/23/2011 14:10,3.39,12948,United Kingdom
568097,23084,RABBIT NIGHT LIGHT,8,06/22/2011 12:31,2.35,14022,United Kingdom
572295,84406B,CREAM CUPID HEARTS COAT HANGER,8,04/13/2011 12:15,3.06,12365,United Kingdom
554684,20725,LUNCH BAG RED RETROSPOT,1,02/01/2011 12:39,1.82,13121,United Kingdom
562015,20725,LUNCH BAG RED RETROSPOT,14,06/04/2011 12:23,1.83,13163,United Kingdom
546121,22632,HAND WARMER RED POLKA DOT,14,03/25/2011 11:11,1.85,13689,United Kingdom
540557,84879,ASSORTED COLOUR BIRD ORNAMENT,2,07/23/2011 17:17,1.81,14703,Germany
567611,22197,SMALL POPCORN HOLDER,4,09/01/2011 12:41,0.98,14549,United Kingdom
537908,20725,LUNCH BAG RED RETROSPOT,1,06/14/2011 15:56,1.5,12684,United Kingdom
582204,22961,JAM MAKING SET PRINTED,6,03/23/2011 12:36,1.58,12807,United Kingdom
552782,71053,WHITE METAL LANTERN,14,06/28/2011 07:56,3.53,13662,United Kingdom
552367,71053,WHITE METAL LANTERN,3,08/19/2011 14:11,3.81,14534,United Kingdom
561434,21754,HOME BUILDING BLOCK WORD,9,03/10/2011 08:30,5.59,13416,United Kingdom
550242,23298,SPOTTY BUNTING,5,12/06/2010 11:01,4.9,15042,United Kingdom
536659,84029E,RED WOOLLY HOTTIE WHITE HEART,9,05/30/2011 17:46,3.52,13140,Ireland
565659,22752,SET 7 BABUSHKA NESTING BOXES,12,02/13/2011 08:42,6.94,13538,United Kingdom
546273,22633,HAND WARMER UNION JACK,7,02/19/2011 19:17,1.7,13111,Spain
573775,22423,REGENCY CAKESTAND 3 TIER,8,02/01/2011 15:44,14.27,13542,United Kingdom
574424,71053,WHITE METAL LANTERN,1,05/11/2011 14:02,3.58,15853,United Kingdom
563287,23084,RABBIT NIGHT LIGHT,1,07/25/2011 14:19,2.04,13027,Ireland
558245,22961,JAM MAKING SET PRINTED,9,03/10/2011 11:17,1.54,13327,United Kingdom
539252,22632,HAND WARMER RED POLKA DOT,11,08/03/2011 16:40,1.87,12392,Ireland
586683,21212,PACK OF 72 RETROSPOT CAKE CASES,12,06/21/2011 12:35,0.47,13002,United Kingdom
564566,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,10/04/2011 08:52,2.68,12565,Ireland
585959,21212,PACK OF 72 RETROSPOT CAKE CASES,1,04/04/2011 17:56,0.45,13685,United Kingdom
571766,84029E,RED WOOLLY HOTTIE WHITE HEART,11,04/16/2011 09:52,3.74,12965,Netherlands
550621,22960,JAM MAKING SET WITH JARS,12,06/23/2011 08:39,4.84,12537,Germany
546922,21212,PACK OF 72 RETROSPOT CAKE CASES,8,06/15/2011 19:01,0.42,14298,Belgium
578940,22633,HAND WARMER UNION JACK,4,03/28/2011 08:27,1.7,,United Kingdom
547969,22632,HAND WARMER RED POLKA DOT,6,05/06/2011 16:38,1.88,14964,United Kingdom
579546,21071,VINTAGE BILLBOARD DRINK ME MUG,2,05/01/2011 07:36,0.96,13740,Germany
584676,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,03/23/2011 14:45,2.38,12593,Spain
544318,84029E,RED WOOLLY HOTTIE WHITE HEART,5,06/08/2011 14:35,3.42,13288,United Kingdom
543563,21931,JUMBO STORAGE BAG SUKI,6,02/26/2011 14:58,1.96,12980,United Kingdom
543009,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,11/21/2011 12:56,3.37,12696,United Kingdom
556907,21755,LOVE BUILDING BLOCK WORD,1,02/26/2011 13:34,6.63,14505,United Kingdom
571773,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,01/01/2011 19:11,2.1,13709,Ireland
582928,21071,VINTAGE BILLBOARD DRINK ME MUG,5,04/10/2011 09:47,1.19,,United Kingdom
571451,20725,LUNCH BAG RED RETROSPOT,16,06/27/2011 16:41,1.7,13374,United Kingdom
540926,84029E,RED WOOLLY HOTTIE WHITE HEART,8,04/14/2011 14:04,3.83,13193,United Kingdom
559080,22178,VICTORIAN GLASS HANGING T-LIGHT,10,06/01/2011 12:42,1.39,12586,United Kingdom
571345,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,05/29/2011 12:50,2.87,13384,Ireland
545593,22960,JAM MAKING SET WITH JARS,15,03/19/2011 16:48,4.47,13418,United Kingdom
575231,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,10/21/2011 07:48,2.14,13360,Belgium
548357,22383,LUNCH BAG SUKI DESIGN,1,04/26/2011 14:59,1.49,13275,United Kingdom
566010,21212,PACK OF 72 RETROSPOT CAKE CASES,2,01/18/2011 07:44,0.38,15074,United Kingdom
568290,23084,RABBIT NIGHT LIGHT,4,07/11/2011 07:56,2.14,13260,United Kingdom
573371,71053,WHITE METAL LANTERN,6,01/30/2011 19:46,3.76,13062,United Kingdom
537284,20727,LUNCH BAG BLACK SKULL.,12,02/20/2011 13:53,1.59,13553,United Kingdom
563332,21755,LOVE BUILDING BLOCK WORD,13,03/02/2011 12:01,6.63,13864,United Kingdom
580425,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,05/24/2011 09:43,3.12,13039,United Kingdom
566516,23203,JUMBO BAG DOILEY PATTERNS,12,08/17/2011 09:04,1.87,12773,United Kingdom
557156,84879,ASSORTED COLOUR BIRD ORNAMENT,6,11/12/2011 14:22,1.79,,United Kingdom
563286,22961,JAM MAKING SET PRINTED,13,06/12/2011 10:34,1.43,13027,Ireland
545220,22383,LUNCH BAG SUKI DESIGN,2,11/18/2011 08:31,1.5,14272,Spain
585862,22423,REGENCY CAKESTAND 3 TIER,1,03/28/2011 07:19,846.39,12582,United Kingdom
562630,22197,SMALL POPCORN HOLDER,16,03/06/2011 19:30,0.92,13642,United Kingdom
565121,22423,REGENCY CAKESTAND 3 TIER,6,04/13/2011 16:40,12.12,12435,United Kingdom
555108,23203,JUMBO BAG DOILEY PATTERNS,3,03/01/2011 07:29,2.38,12869,United Kingdom
583445,21212,PACK OF 72 RETROSPOT CAKE CASES,20,08/23/2011 19:52,0.39,13369,United Kingdom
543488,21755,LOVE BUILDING BLOCK WORD,3,06/22/2011 08:48,6.01,13518,United Kingdom
548200,22178,VICTORIAN GLASS HANGING T-LIGHT,4,05/02/2011 07:32,1.3,,United Kingdom
568645,22423,REGENCY CAKESTAND 3 TIER,2,02/15/2011 19:19,12.62,12589,United Kingdom
538754,22632,HAND WARMER RED POLKA DOT,6,09/12/2011 10:48,1.99,,Portugal
562772,22197,SMALL POPCORN HOLDER,3,02/22/2011 13:34,0.8,14165,Spain
572559,22632,HAND WARMER RED POLKA DOT,9,07/26/2011 13:33,1.81,13379,France
549265,21754,HOME BUILDING BLOCK WORD,3,07/28/2011 15:16,6.73,12916,Netherlands
562311,22138,BAKING SET 9 PIECE RETROSPOT,8,05/09/2011 07:38,5.07,12917,United Kingdom
540966,20727,LUNCH BAG BLACK SKULL.,8,05/19/2011 15:47,1.65,13793,United Kingdom
542931,22632,HAND WARMER RED POLKA DOT,2,09/28/2011 10:46,2.0,14678,United Kingdom
556923,22633,HAND WARMER UNION JACK,4,10/17/2011 13:08,1.87,14023,Germany
536796,21755,LOVE BUILDING BLOCK WORD,9,11/22/2011 10:33,5.47,12446,France
585943,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,02/06/2011 07:58,2.78,12457,Ireland
549971,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,05/17/2011 19:10,2.77,13271,United Kingdom
578152,84879,ASSORTED COLOUR BIRD ORNAMENT,7,04/22/2011 08:29,1.84,12763,France
572977,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,11/25/2011 15:39,3.42,14311,United Kingdom
570284,21754,HOME BUILDING BLOCK WORD,1,06/01/2011 09:13,6.49,12791,France
546483,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,08/09/2011 19:52,2.95,12562,United Kingdom
560208,22383,LUNCH BAG SUKI DESIGN,9,02/06/2011 09:24,1.51,12874,United Kingdom
555306,22961,JAM MAKING SET PRINTED,1,05/15/2011 12:28,1.56,13299,United Kingdom
571596,22960,JAM MAKING SET WITH JARS,1,10/21/2011 07:29,4.64,,France
557459,22633,HAND WARMER UNION JACK,3,10/31/2011 12:02,1.69,14137,United Kingdom
551719,21212,PACK OF 72 RETROSPOT CAKE CASES,1,08/07/2011 11:50,0.46,13217,United Kingdom
536463,71053,WHITE METAL LANTERN,13,08/03/2011 13:34,3.43,12590,United Kingdom
537984,21754,HOME BUILDING BLOCK WORD,12,03/25/2011 08:28,6.8,13754,United Kingdom
563686,85099B,JUMBO BAG RED RETROSPOT,3,09/19/2011 17:32,1.92,13086,Germany
545290,84406B,CREAM CUPID HEARTS COAT HANGER,10,03/08/2011 14:44,2.67,16503,Ireland
559709,22961,JAM MAKING SET PRINTED,1,01/10/2011 17:33,1.53,13657,United Kingdom
566033,22960,JAM MAKING SET WITH JARS,5,08/14/2011 10:22,4.3,15041,United Kingdom
577515,23203,JUMBO BAG DOILEY PATTERNS,14,04/05/2011 12:00,2.06,13603,United Kingdom
581197,23298,SPOTTY BUNTING,1,08/08/2011 09:02,5.34,12702,France
551693,84879,ASSORTED COLOUR BIRD ORNAMENT,3,05/09/2011 18:52,1.69,13034,United Kingdom
561072,21931,JUMBO STORAGE BAG SUKI,11,03/26/2011 13:42,1.91,12655,United Kingdom
568667,20725,LUNCH BAG RED RETROSPOT,3,11/12/2011 11:02,1.55,12915,United Kingdom
580539,21212,PACK OF 72 RETROSPOT CAKE CASES,5,10/01/2011 15:22,0.39,13253,Belgium
570541,20727,LUNCH BAG BLACK SKULL.,14,02/15/2011 13:21,1.8,12599,United Kingdom
546534,22383,LUNCH BAG SUKI DESIGN,2,03/09/2011 14:56,1.8,13499,Netherlands
566386,22632,HAND WARMER RED POLKA DOT,11,08/21/2011 15:55,1.77,12623,United Kingdom
549816,21755,LOVE BUILDING BLOCK WORD,4,11/02/2011 18:41,6.83,14275,United Kingdom
560474,21071,VINTAGE BILLBOARD DRINK ME MUG,14,03/21/2011 10:52,1.12,,United Kingdom
583389,22178,VICTORIAN GLASS HANGING T-LIGHT,12,12/07/2010 14:37,1.14,13656,Portugal
574058,71053,WHITE METAL LANTERN,1,08/20/2011 09:38,3.46,13210,United Kingdom
536875,20727,LUNCH BAG BLACK SKULL.,2,03/21/2011 14:26,1.64,13332,United Kingdom
578065,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,08/29/2011 08:17,2.34,12572,United Kingdom
540845,22633,HAND WARMER UNION JACK,1,05/18/2011 16:26,1.76,12930,United Kingdom
568660,22961,JAM MAKING SET PRINTED,15,10/31/2011 10:29,1.45,12915,United Kingdom
571635,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,09/20/2011 09:10,2.99,14393,United Kingdom
580304,20727,LUNCH BAG BLACK SKULL.,9,11/24/2011 10:25,1.61,12971,United Kingdom
575405,84029E,RED WOOLLY HOTTIE WHITE HEART,1,07/09/2011 14:58,3.6,12352,United Kingdom
570317,21931,JUMBO STORAGE BAG SUKI,10,03/26/2011 10:33,1.88,13661,United Kingdom
574980,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,03/16/2011 07:19,3.19,14236,United Kingdom
541793,22961,JAM MAKING SET PRINTED,4,11/24/2011 07:05,1.45,14084,United Kingdom
582553,84879,ASSORTED COLOUR BIRD ORNAMENT,7,07/13/2011 07:10,1.77,12428,United Kingdom
566248,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,02/26/2011 16:34,2.66,14386,United Kingdom
577672,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,02/08/2011 09:54,3.94,13629,United Kingdom
552417,22178,VICTORIAN GLASS HANGING T-LIGHT,1,12/28/2010 07:46,1.42,13459,Spain
557305,22752,SET 7 BABUSHKA NESTING BOXES,12,04/02/2011 14:35,7.94,13762,United Kingdom
582883,84029E,RED WOOLLY HOTTIE WHITE HEART,1,02/19/2011 08:27,4.18,14249,Belgium
556878,21755,LOVE BUILDING BLOCK WORD,7,09/18/2011 16:23,6.65,16395,United Kingdom
564948,20725,LUNCH BAG RED RETROSPOT,13,04/11/2011 09:22,1.74,12734,United Kingdom
585697,84406B,CREAM CUPID HEARTS COAT HANGER,3,07/28/2011 15:59,2.99,12452,United Kingdom
537689,20725,LUNCH BAG RED RETROSPOT,8,12/19/2010 12:59,1.58,13862,France
561443,84406B,CREAM CUPID HEARTS COAT HANGER,1,04/13/2011 15:48,3.1,13416,United Kingdom
537980,84406B,CREAM CUPID HEARTS COAT HANGER,8,01/13/2011 16:09,2.54,13754,United Kingdom
539377,22383,LUNCH BAG SUKI DESIGN,2,07/07/2011 07:57,1.58,12863,United Kingdom
554684,21931,JUMBO STORAGE BAG SUKI,8,02/01/2011 12:39,2.06,13121,United Kingdom
578924,22383,LUNCH BAG SUKI DESIGN,9,02/19/2011 19:20,1.54,13398,United Kingdom
544819,21071,VINTAGE BILLBOARD DRINK ME MUG,1,11/09/2011 15:55,1.2,12811,United Kingdom
571529,23298,SPOTTY BUNTING,1,07/22/2011 10:47,5.66,13065,United Kingdom
539906,21755,LOVE BUILDING BLOCK WORD,12,10/28/2011 09:29,6.68,12898,United Kingdom
537614,21755,LOVE BUILDING BLOCK WORD,9,01/31/2011 12:06,6.64,12808,United Kingdom
538438,84406B,CREAM CUPID HEARTS COAT HANGER,6,03/13/2011 19:46,2.93,14105,United Kingdom
551200,21929,JUMBO BAG PINK VINTAGE PAISLEY,6,04/13/2011 12:58,2.28,13063,United Kingdom
542097,22632,HAND WARMER RED POLKA DOT,1,10/20/2011 08:34,2.12,13192,United Kingdom
573618,21212,PACK OF 72 RETROSPOT CAKE CASES,6,04/24/2011 14:26,0.46,13305,Belgium
C536975,23203,JUMBO BAG DOILEY PATTERNS,-2,02/12/2011 12:41,2.15,14838,France
564917,21931,JUMBO STORAGE BAG SUKI,18,03/31/2011 10:12,2.04,13014,United Kingdom
555507,84879,ASSORTED COLOUR BIRD ORNAMENT,3,11/07/2011 07:56,1.77,14458,Germany
568677,21754,HOME BUILDING BLOCK WORD,8,03/18/2011 13:51,5.94,12915,United Kingdom
564346,22197,SMALL POPCORN HOLDER,4,05/14/2011 12:41,0.81,13203,United Kingdom
564298,22632,HAND WARMER RED POLKA DOT,1,09/11/2011 07:58,1.69,12666,United Kingdom
563228,22197,SMALL POPCORN HOLDER,11,06/14/2011 07:04,0.94,12470,Germany
586340,21212,PACK OF 72 RETROSPOT CAKE CASES,1,01/11/2011 17:44,0.45,13403,United Kingdom
550323,20727,LUNCH BAG BLACK SKULL.,12,10/28/2011 16:35,1.62,13236,United Kingdom
575146,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,08/30/2011 17:14,2.08,12796,United Kingdom
C568985,20727,LUNCH BAG BLACK SKULL.,-1,12/23/2010 12:07,1.86,15353,United Kingdom
560629,23084,RABBIT NIGHT LIGHT,6,01/16/2011 13:26,2.23,13397,United Kingdom
560485,84406B,CREAM CUPID HEARTS COAT HANGER,1,12/26/2010 14:33,2.65,13739,United Kingdom
572629,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,09/17/2011 18:34,2.85,12821,United Kingdom
558038,23298,SPOTTY BUNTING,4,11/12/2011 17:58,4.49,12885,United Kingdom
557973,21931,JUMBO STORAGE BAG SUKI,6,02/21/2011 09:33,2.23,12635,United Kingdom
576947,23298,SPOTTY BUNTING,1,03/09/2011 17:09,5.55,13204,United Kingdom
560550,22197,SMALL POPCORN HOLDER,13,07/26/2011 16:15,0.85,13370,United Kingdom
543709,21212,PACK OF 72 RETROSPOT CAKE CASES,2,05/25/2011 08:08,0.48,14053,United Kingdom
552121,21212,PACK OF 72 RETROSPOT CAKE CASES,1,10/27/2011 18:13,0.43,14612,United Kingdom
565490,84406B,CREAM CUPID HEARTS COAT HANGER,8,04/13/2011 07:00,2.54,13195,United Kingdom
558143,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,03/03/2011 15:32,2.68,12679,United Kingdom
575353,84879,ASSORTED COLOUR BIRD ORNAMENT,8,01/20/2011 16:46,1.92,13143,United Kingdom
539682,22423,REGENCY CAKESTAND 3 TIER,5,02/21/2011 13:45,14.23,14173,Ireland
550906,22197,SMALL POPCORN HOLDER,14,10/18/2011 15:14,0.79,13119,United Kingdom
