InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineTotal
553358,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2011-06-01 08:54:00,1.34,12369,United Kingdom,5.36
569746,20725,LUNCH BAG RED RETROSPOT,7,2010-12-26 08:14:00,1.55,14815,United Kingdom,10.85
538024,22961,JAM MAKING SET PRINTED,7,2011-02-16 19:17:00,1.62,12439,United Kingdom,11.34
568497,22632,HAND WARMER RED POLKA DOT,3,2011-06-09 11:21:00,2.11,14520,United Kingdom,6.33
576604,71053,WHITE METAL LANTERN,9,2010-12-01 14:45:00,3.39,13554,Germany,30.51
563826,21929,JUMBO BAG PINK VINTAGE PAISLEY,12,2011-03-16 16:05:00,2.12,13484,Ireland,25.44
569171,20727,LUNCH BAG BLACK SKULL.,10,2011-04-20 09:29:00,1.89,13468,United Kingdom,18.9
554713,22633,HAND WARMER UNION JACK,5,2011-03-03 08:29:00,1.68,13154,Netherlands,8.4
541201,23298,SPOTTY BUNTING,1,2010-12-17 15:27:00,4.6,13768,United Kingdom,4.6
560274,21931,JUMBO STORAGE BAG SUKI,7,2011-09-21 10:01:00,2.13,12870,United Kingdom,14.91
546088,22633,HAND WARMER UNION JACK,9,2011-03-11 13:45:00,1.69,13888,United Kingdom,15.21
559716,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-12-15 09:04:00,2.46,13657,United Kingdom,19.68
558526,22632,HAND WARMER RED POLKA DOT,1,2011-04-07 17:53:00,1.73,12522,United Kingdom,1.73
584243,21929,JUMBO BAG PINK VINTAGE PAISLEY,11,2010-12-04 11:20:00,2.24,13673,United Kingdom,24.64
567093,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-02-25 12:55:00,2.83,12792,United Kingdom,11.32
571720,22960,JAM MAKING SET WITH JARS,1,2011-02-22 17:28:00,4.88,13265,Germany,4.88
548277,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-09-28 19:34:00,4.16,13348,United Kingdom,33.28
545918,21212,PACK OF 72 RETROSPOT CAKE CASES,21,2011-02-05 16:23:00,0.48,12492,United Kingdom,10.08
558171,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-09-30 18:13:00,3.15,13029,United Kingdom,25.2
572170,20725,LUNCH BAG RED RETROSPOT,17,2011-03-23 16:17:00,1.72,13573,United Kingdom,29.24
580332,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-05-20 08:23:00,4.04,13052,Germany,52.52
585865,85099B,JUMBO BAG RED RETROSPOT,2,2011-09-13 11:52:00,2.27,12582,United Kingdom,4.54
580036,22178,VICTORIAN GLASS HANGING T-LIGHT,14,2011-02-09 19:09:00,1.29,13883,United Kingdom,18.06
554884,20725,LUNCH BAG RED RETROSPOT,1,2011-04-03 14:32:00,1.79,12427,United Kingdom,1.79
558921,21755,LOVE BUILDING BLOCK WORD,3,2011-10-30 07:16:00,6.7,14312,Ireland,20.1
560282,20727,LUNCH BAG BLACK SKULL.,9,2011-06-19 11:39:00,1.5,12870,United Kingdom,13.5
584830,23203,JUMBO BAG DOILEY PATTERNS,16,2011-11-05 18:21:00,2.0,12963,United Kingdom,32.0
569054,21071,VINTAGE BILLBOARD DRINK ME MUG,8,2011-11-03 16:54:00,1.21,13907,United Kingdom,9.68
560176,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-04-26 14:44:00,5.03,14339,United Kingdom,20.12
543802,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-02-13 11:18:00,7.67,13507,United Kingdom,38.35
570964,22178,VICTORIAN GLASS HANGING T-LIGHT,5,2011-05-13 12:11:00,1.22,14833,United Kingdom,6.1
551264,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-09-19 07:35:00,1.34,12909,Ireland,13.4
568362,22197,SMALL POPCORN HOLDER,5,2010-12-26 17:31:00,0.91,13500,United Kingdom,4.55
539725,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-09-13 14:18:00,0.46,13243,United Kingdom,2.76
585448,20727,LUNCH BAG BLACK SKULL.,15,2011-11-24 09:49:00,1.87,13209,United Kingdom,28.05
545778,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2011-08-03 11:50:00,2.06,14803,United Kingdom,8.24
554755,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-07-20 15:44:00,4.04,13612,United Kingdom,56.56
552076,20725,LUNCH BAG RED RETROSPOT,9,2011-11-23 14:20:00,1.56,13247,United Kingdom,14.04
577027,21931,JUMBO STORAGE BAG SUKI,1,2011-08-17 19:58:00,1.78,13246,United Kingdom,1.78
557623,22961,JAM MAKING SET PRINTED,4,2011-10-10 17:03:00,1.66,14705,United Kingdom,6.64
541451,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-14 12:57:00,2.51,15994,United Kingdom,7.53
579697,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-05-02 07:26:00,4.83,12960,France,28.98
560063,20727,LUNCH BAG BLACK SKULL.,5,2011-04-18 14:26:00,1.67,16270,Ireland,8.35
579524,21755,LOVE BUILDING BLOCK WORD,1,2011-09-21 16:24:00,5.47,12419,United Kingdom,5.47
581847,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-09-13 19:52:00,2.85,14430,United Kingdom,5.7
580323,21931,JUMBO STORAGE BAG SUKI,2,2011-09-13 18:22:00,1.81,13052,Germany,3.62
567463,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2010-12-06 11:14:00,3.33,13799,Ireland,39.96
536378,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-09-05 13:48:00,5.31,12458,United Kingdom,37.17
537953,21929,JUMBO BAG PINK VINTAGE PAISLEY,12,2011-02-09 15:45:00,2.13,12833,United Kingdom,25.56
553426,22138,BAKING SET 9 PIECE RETROSPOT,1,2011-05-17 10:59:00,5.07,15243,Netherlands,5.07
586614,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2011-02-08 16:33:00,0.48,13782,United Kingdom,6.72
537186,20725,LUNCH BAG RED RETROSPOT,8,2011-09-12 07:56:00,1.86,12845,United Kingdom,14.88
555300,21071,VINTAGE BILLBOARD DRINK ME MUG,7,2011-03-13 13:51:00,1.05,13299,United Kingdom,7.35
586469,21931,JUMBO STORAGE BAG SUKI,4,2011-05-17 16:28:00,1.86,15620,Netherlands,7.44
549746,22752,SET 7 BABUSHKA NESTING BOXES,9,2010-12-16 08:10:00,7.46,13725,United Kingdom,67.14
542040,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-02-15 13:48:00,4.45,12747,United Kingdom,26.7
566301,22086,PAPER CHAIN KIT 50'S CHRISTMAS,16,2011-06-20 07:53:00,2.82,12927,United Kingdom,45.12
536860,23203,JUMBO BAG DOILEY PATTERNS,1,2011-11-04 13:36:00,2.07,13332,United Kingdom,2.07
538748,22197,SMALL POPCORN HOLDER,3,2011-05-19 13:44:00,0.78,12488,Portugal,2.34
573233,21071,VINTAGE BILLBOARD DRINK ME MUG,7,2011-05-31 16:14:00,1.12,12391,United Kingdom,7.84
558880,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2011-09-14 10:49:00,3.53,12749,United Kingdom,38.83
570316,22633,HAND WARMER UNION JACK,9,2011-02-21 13:31:00,2.04,13661,United Kingdom,18.36
548546,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-07-28 15:26:00,1.22,13123,United Kingdom,12.2
561190,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-08-20 15:10:00,1.03,14415,Spain,1.03
585864,22197,SMALL POPCORN HOLDER,11,2011-09-19 19:40:00,0.79,12582,United Kingdom,8.69
567157,22961,JAM MAKING SET PRINTED,3,2011-05-01 07:06:00,1.55,14337,Germany,4.65
548484,21071,VINTAGE BILLBOARD DRINK ME MUG,15,2011-02-13 10:32:00,1.07,13317,United Kingdom,16.05
557812,21754,HOME BUILDING BLOCK WORD,10,2011-02-23 07:14:00,6.78,12816,United Kingdom,67.8
553050,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-02-13 09:34:00,0.39,13580,United Kingdom,1.56
586976,21931,JUMBO STORAGE BAG SUKI,4,2011-05-26 18:09:00,2.15,12842,United Kingdom,8.6
554048,22383,LUNCH BAG SUKI DESIGN,5,2011-11-06 10:36:00,1.81,14513,United Kingdom,9.05
542831,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-09-14 14:26:00,3.47,13252,United Kingdom,3.47
564497,23298,SPOTTY BUNTING,12,2011-10-05 14:15:00,4.6,13240,United Kingdom,55.2
575072,22633,HAND WARMER UNION JACK,7,2011-09-19 10:31:00,1.73,12738,United Kingdom,12.11
539645,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-03-14 16:06:00,4.39,13909,France,26.34
548278,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-05-11 17:47:00,7.15,13348,United Kingdom,7.15
561653,22632,HAND WARMER RED POLKA DOT,1,2011-04-19 16:41:00,1.94,12477,France,1.94
574829,71053,WHITE METAL LANTERN,1,2011-05-11 14:29:00,3.8,13792,United Kingdom,3.8
582005,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-03-15 07:21:00,7.79,13072,France,54.53
584132,22197,SMALL POPCORN HOLDER,8,2011-02-10 13:19:00,0.91,12410,France,7.28
571413,23084,RABBIT NIGHT LIGHT,6,2011-07-30 16:59:00,2.24,13889,United Kingdom,13.44
554053,21071,VINTAGE BILLBOARD DRINK ME MUG,4,2011-08-18 08:39:00,1.03,14513,United Kingdom,4.12
541331,22197,SMALL POPCORN HOLDER,1,2011-11-01 18:21:00,0.92,13392,Germany,0.92
547740,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-04-01 12:27:00,4.33,12672,United Kingdom,43.3
548930,22138,BAKING SET 9 PIECE RETROSPOT,1,2010-12-17 12:43:00,4.51,13464,United Kingdom,4.51
554346,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-03-10 16:39:00,3.03,13035,United Kingdom,24.24
546306,23084,RABBIT NIGHT LIGHT,5,2010-12-27 14:09:00,2.03,15440,France,10.15
550305,22961,JAM MAKING SET PRINTED,13,2011-07-30 08:15:00,1.32,13236,United Kingdom,17.16
557156,23298,SPOTTY BUNTING,10,2011-11-12 14:22:00,4.91,12474,United Kingdom,49.1
575687,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-08-22 11:30:00,2.8,12645,United Kingdom,2.8
583879,21929,JUMBO BAG PINK VINTAGE PAISLEY,7,2010-12-07 16:51:00,1.93,13421,Germany,13.51
538777,22960,JAM MAKING SET WITH JARS,1,2011-09-30 10:52:00,4.72,12979,United Kingdom,4.72
575218,21754,HOME BUILDING BLOCK WORD,5,2011-10-25 19:34:00,6.61,13360,Belgium,33.05
570520,21931,JUMBO STORAGE BAG SUKI,2,2011-05-13 08:19:00,2.01,13608,United Kingdom,4.02
541719,22960,JAM MAKING SET WITH JARS,4,2011-02-22 13:38:00,4.79,13990,United Kingdom,19.16
563341,21754,HOME BUILDING BLOCK WORD,11,2010-12-29 14:16:00,6.5,13864,United Kingdom,71.5
561510,20727,LUNCH BAG BLACK SKULL.,2,2011-04-06 07:57:00,1.82,12347,United Kingdom,3.64
562615,23084,RABBIT NIGHT LIGHT,4,2011-11-12 12:55:00,2.03,14642,United Kingdom,8.12
578705,22383,LUNCH BAG SUKI DESIGN,7,2011-06-06 16:22:00,1.56,12674,Netherlands,10.92
543478,22632,HAND WARMER RED POLKA DOT,7,2010-12-14 16:41:00,1.83,13518,United Kingdom,12.81
571148,22383,LUNCH BAG SUKI DESIGN,4,2010-12-15 12:22:00,1.8,15118,United Kingdom,7.2
579938,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-02-09 19:57:00,3.13,14482,United Kingdom,3.13
564404,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-12-15 17:00:00,4.82,14921,Spain,53.02
576051,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-12-14 10:09:00,1.41,13688,United Kingdom,16.92
579078,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2010-12-06 10:19:00,3.31,14877,United Kingdom,13.24
539339,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-01-06 12:29:00,2.56,13800,United Kingdom,23.04
543464,23084,RABBIT NIGHT LIGHT,1,2010-12-15 19:23:00,2.18,13760,United Kingdom,2.18
540950,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-09-12 14:40:00,2.67,12750,Ireland,56.07
544332,21754,HOME BUILDING BLOCK WORD,4,2010-12-16 19:59:00,5.79,14918,United Kingdom,23.16
543959,23084,RABBIT NIGHT LIGHT,11,2011-06-03 18:30:00,1.97,13009,United Kingdom,21.67
557931,21754,HOME BUILDING BLOCK WORD,10,2010-12-02 11:43:00,5.42,13494,Netherlands,54.2
562480,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-05-19 16:13:00,7.5,13188,United Kingdom,45.0
573040,22633,HAND WARMER UNION JACK,12,2010-12-07 13:23:00,1.93,13703,United Kingdom,23.16
562530,22178,VICTORIAN GLASS HANGING T-LIGHT,8,2011-02-05 08:56:00,1.41,12651,Netherlands,11.28
575222,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2011-05-11 17:52:00,0.42,13360,Belgium,5.04
545624,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-10-22 11:10:00,1.69,12362,United Kingdom,1.69
582330,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-03-16 16:03:00,0.44,12357,United Kingdom,1.32
566634,23298,SPOTTY BUNTING,15,2010-12-28 07:00:00,5.51,13671,United Kingdom,82.65
548533,22960,JAM MAKING SET WITH JARS,8,2011-10-31 14:53:00,4.5,12469,United Kingdom,36.0
554423,20727,LUNCH BAG BLACK SKULL.,6,2011-03-29 07:02:00,1.76,15735,Ireland,10.56
564192,22960,JAM MAKING SET WITH JARS,8,2011-08-08 07:36:00,4.62,12647,France,36.96
563347,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-03-11 19:45:00,1.81,15923,Ireland,1.81
566170,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-04-28 07:19:00,1.95,16337,United Kingdom,1.95
552519,21929,JUMBO BAG PINK VINTAGE PAISLEY,9,2011-06-19 10:59:00,1.9,13492,United Kingdom,17.1
560919,21754,HOME BUILDING BLOCK WORD,3,2011-09-19 16:52:00,6.45,12382,United Kingdom,19.35
579458,23203,JUMBO BAG DOILEY PATTERNS,11,2011-10-22 16:06:00,2.29,13169,United Kingdom,25.19
565932,21071,VINTAGE BILLBOARD DRINK ME MUG,8,2011-11-01 16:17:00,1.06,12742,United Kingdom,8.48
580153,23084,RABBIT NIGHT LIGHT,1,2011-03-22 09:20:00,1.9,15755,Ireland,1.9
556287,21754,HOME BUILDING BLOCK WORD,4,2011-08-01 09:30:00,6.61,13262,Spain,26.44
554412,22138,BAKING SET 9 PIECE RETROSPOT,7,2010-12-09 17:13:00,5.18,15621,United Kingdom,36.26
544759,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-07-29 19:37:00,4.74,12550,United Kingdom,9.48
569178,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2010-12-12 16:15:00,3.98,13468,United Kingdom,27.86
571447,22383,LUNCH BAG SUKI DESIGN,9,2011-07-22 12:13:00,1.87,13374,United Kingdom,16.83
556137,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-09-18 08:33:00,3.84,16225,United Kingdom,30.72
575876,22633,HAND WARMER UNION JACK,3,2011-11-18 08:16:00,1.98,12956,United Kingdom,5.94
584387,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-06-18 14:21:00,4.8,13783,United Kingdom,4.8
539150,21931,JUMBO STORAGE BAG SUKI,1,2011-04-16 16:13:00,1.76,13638,United Kingdom,1.76
561414,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,2011-04-15 10:53:00,3.27,13199,United Kingdom,29.43
582871,20727,LUNCH BAG BLACK SKULL.,2,2011-10-23 08:24:00,1.7,13973,United Kingdom,3.4
567670,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-02-28 10:33:00,1.13,13796,United Kingdom,2.26
587097,20727,LUNCH BAG BLACK SKULL.,9,2011-05-12 15:27:00,1.5,13157,United Kingdom,13.5
554287,22138,BAKING SET 9 PIECE RETROSPOT,1,2011-06-12 16:35:00,4.89,13870,Portugal,4.89
559535,22961,JAM MAKING SET PRINTED,4,2011-11-05 08:11:00,1.49,13208,United Kingdom,5.96
546679,71053,WHITE METAL LANTERN,3,2011-03-29 07:28:00,3.5,12436,United Kingdom,10.5
538405,20725,LUNCH BAG RED RETROSPOT,9,2011-06-19 09:43:00,1.53,13130,United Kingdom,13.77
558525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-03-13 15:01:00,2.92,12522,United Kingdom,35.04
546652,71053,WHITE METAL LANTERN,1,2011-02-04 18:26:00,3.21,14598,United Kingdom,3.21
547037,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2011-02-25 13:57:00,1.24,13198,United Kingdom,4.96
586213,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-08-30 09:25:00,1.65,13744,United Kingdom,11.55
542989,22752,SET 7 BABUSHKA NESTING BOXES,14,2011-03-11 16:04:00,7.38,12380,United Kingdom,103.32
578448,23298,SPOTTY BUNTING,7,2011-10-23 09:15:00,5.2,14443,United Kingdom,36.4
536993,22632,HAND WARMER RED POLKA DOT,6,2011-06-19 18:50:00,2.12,13388,United Kingdom,12.72
574769,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-02-13 12:38:00,3.73,15327,United Kingdom,22.38
582428,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-08-30 08:21:00,4.27,12798,United Kingdom,4.27
552920,22632,HAND WARMER RED POLKA DOT,4,2011-03-02 10:02:00,1.98,14321,Germany,7.92
545524,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2010-12-03 09:37:00,3.8,13867,United Kingdom,34.2
574559,23084,RABBIT NIGHT LIGHT,6,2011-02-25 14:58:00,1.98,12783,United Kingdom,11.88
546806,22138,BAKING SET 9 PIECE RETROSPOT,1,2010-12-08 13:13:00,4.8,15137,United Kingdom,4.8
565962,20725,LUNCH BAG RED RETROSPOT,7,2011-03-09 19:28:00,1.87,12772,United Kingdom,13.09
540513,21754,HOME BUILDING BLOCK WORD,13,2011-08-08 18:13:00,6.3,13736,United Kingdom,81.9
539295,23084,RABBIT NIGHT LIGHT,4,2010-12-02 18:10:00,2.12,15348,United Kingdom,8.48
563475,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2011-11-28 09:30:00,2.22,12612,Germany,17.76
569543,22383,LUNCH BAG SUKI DESIGN,3,2010-12-19 12:34:00,1.68,13726,United Kingdom,5.04
549532,22383,LUNCH BAG SUKI DESIGN,2,2011-04-25 07:47:00,1.85,15191,United Kingdom,3.7
561494,71053,WHITE METAL LANTERN,5,2011-02-07 11:41:00,3.78,15610,United Kingdom,18.9
556288,22632,HAND WARMER RED POLKA DOT,1,2011-02-09 16:01:00,1.79,13262,Spain,1.79
573836,22632,HAND WARMER RED POLKA DOT,9,2011-05-16 17:27:00,1.68,12473,United Kingdom,15.12
564610,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-06-26 12:01:00,8.23,14547,United Kingdom,24.69
559656,22752,SET 7 BABUSHKA NESTING BOXES,15,2011-02-26 09:47:00,8.74,12891,France,131.1
580510,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-07-30 08:26:00,0.41,12928,Belgium,0.41
568125,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2010-12-15 16:04:00,4.13,15103,Ireland,12.39
544983,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-03-16 17:00:00,4.02,12987,Ireland,48.24
538165,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-07 18:25:00,2.17,12604,United Kingdom,21.7
568214,71053,WHITE METAL LANTERN,6,2011-06-06 11:33:00,3.74,16419,United Kingdom,22.44
572175,23084,RABBIT NIGHT LIGHT,18,2011-01-03 15:34:00,1.88,13573,United Kingdom,33.84
545505,20725,LUNCH BAG RED RETROSPOT,1,2010-12-02 12:28:00,1.74,14981,United Kingdom,1.74
539030,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-13 13:21:00,2.79,13000,United Kingdom,5.58
581958,21929,JUMBO BAG PINK VINTAGE PAISLEY,12,2011-02-08 17:08:00,2.37,13430,Netherlands,28.44
577753,21929,JUMBO BAG PINK VINTAGE PAISLEY,15,2011-09-13 11:12:00,2.35,13109,United Kingdom,35.25
553107,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-09-26 16:42:00,4.77,14692,United Kingdom,33.39
568035,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-07-05 07:18:00,2.76,13868,Ireland,27.6
576030,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-06 08:19:00,1.71,12985,France,13.68
571615,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-04-26 19:12:00,4.13,13651,United Kingdom,24.78
561723,23203,JUMBO BAG DOILEY PATTERNS,12,2011-04-21 14:58:00,2.17,13616,United Kingdom,26.04
555085,20727,LUNCH BAG BLACK SKULL.,4,2011-11-24 11:05:00,1.71,12869,United Kingdom,6.84
541201,21754,HOME BUILDING BLOCK WORD,10,2010-12-17 15:27:00,6.73,13768,United Kingdom,67.3
580979,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-03-15 08:50:00,1.0,12350,Germany,1.0
538870,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-08-20 12:25:00,2.99,12689,Netherlands,23.92
543932,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2011-05-01 17:38:00,4.26,13009,United Kingdom,38.34
575495,21212,PACK OF 72 RETROSPOT CAKE CASES,10,2011-09-01 14:16:00,0.41,12479,United Kingdom,4.1
559415,21755,LOVE BUILDING BLOCK WORD,12,2011-09-24 10:02:00,5.61,13053,United Kingdom,67.32
573368,22632,HAND WARMER RED POLKA DOT,11,2011-05-12 11:13:00,1.73,13062,United Kingdom,19.03
550492,21931,JUMBO STORAGE BAG SUKI,6,2011-11-01 19:34:00,1.94,12426,Ireland,11.64
579259,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-02-13 07:53:00,2.9,13394,United Kingdom,8.7
544017,22632,HAND WARMER RED POLKA DOT,7,2011-05-13 13:02:00,1.79,13706,United Kingdom,12.53
569593,23203,JUMBO BAG DOILEY PATTERNS,5,2011-03-23 11:07:00,2.25,14001,United Kingdom,11.25
549845,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-18 08:24:00,2.39,14114,United Kingdom,4.78
578903,23084,RABBIT NIGHT LIGHT,1,2011-01-02 09:59:00,2.35,13790,United Kingdom,2.35
587188,23203,JUMBO BAG DOILEY PATTERNS,15,2011-10-30 08:23:00,2.12,12867,United Kingdom,31.8
584043,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2011-02-06 12:29:00,3.42,13887,Germany,44.46
567181,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-03-11 17:33:00,4.61,13837,United Kingdom,4.61
567702,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-02-10 09:44:00,2.75,14858,United Kingdom,8.25
583326,21755,LOVE BUILDING BLOCK WORD,6,2011-10-30 10:13:00,5.59,12560,United Kingdom,33.54
568171,22961,JAM MAKING SET PRINTED,7,2011-03-10 15:47:00,1.64,12605,United Kingdom,11.48
565017,22138,BAKING SET 9 PIECE RETROSPOT,12,2011-03-10 16:13:00,5.0,13393,Netherlands,60.0
584228,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-14 16:16:00,1.97,13673,United Kingdom,19.7
578090,85099B,JUMBO BAG RED RETROSPOT,3,2011-09-14 12:45:00,2.1,14658,United Kingdom,6.3
557508,21754,HOME BUILDING BLOCK WORD,19,2011-06-04 12:00:00,5.68,13645,United Kingdom,107.92
548732,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2011-09-11 17:46:00,3.45,13082,United Kingdom,37.95
553925,21931,JUMBO STORAGE BAG SUKI,5,2010-12-03 07:44:00,1.98,13521,United Kingdom,9.9
558122,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-02-20 14:16:00,0.44,14670,United Kingdom,1.76
568452,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-11-28 08:35:00,2.28,13290,Ireland,2.28
551246,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-14 15:14:00,2.33,14450,Spain,4.66
548035,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-02-16 17:22:00,4.17,13977,United Kingdom,8.34
576973,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-04-30 11:08:00,6.92,13168,United Kingdom,27.68
556280,22383,LUNCH BAG SUKI DESIGN,8,2011-06-19 09:31:00,1.68,13262,Spain,13.44
580228,22197,SMALL POPCORN HOLDER,3,2010-12-02 15:05:00,0.97,15017,United Kingdom,2.91
536792,21754,HOME BUILDING BLOCK WORD,1,2011-08-18 07:19:00,6.17,12446,France,6.17
566931,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-05-16 09:04:00,2.51,13006,United Kingdom,17.57
536774,22138,BAKING SET 9 PIECE RETROSPOT,16,2011-03-30 15:04:00,4.84,12632,United Kingdom,77.44
567995,22197,SMALL POPCORN HOLDER,3,2011-08-13 15:44:00,0.85,14113,Germany,2.55
558358,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2011-02-06 07:20:00,1.18,12386,United Kingdom,3.54
584416,71053,WHITE METAL LANTERN,1,2011-09-21 13:16:00,3.17,12465,United Kingdom,3.17
548386,21754,HOME BUILDING BLOCK WORD,7,2011-03-19 15:44:00,5.79,12514,United Kingdom,40.53
581740,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-12-24 17:30:00,4.2,13681,United Kingdom,21.0
571130,84406B,CREAM CUPID HEARTS COAT HANGER,17,2011-09-14 09:30:00,2.93,12591,United Kingdom,49.81
541763,22197,SMALL POPCORN HOLDER,18,2011-04-08 10:07:00,0.88,13592,United Kingdom,15.84
576450,21754,HOME BUILDING BLOCK WORD,8,2011-05-13 10:09:00,5.53,12760,Ireland,44.24
571008,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-05 14:26:00,2.8,14630,United Kingdom,5.6
556659,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-02-20 11:06:00,2.31,13090,France,27.72
551456,20727,LUNCH BAG BLACK SKULL.,8,2011-06-01 12:44:00,1.85,13555,Portugal,14.8
542328,20725,LUNCH BAG RED RETROSPOT,10,2011-05-16 10:10:00,1.52,12424,United Kingdom,15.2
537394,22961,JAM MAKING SET PRINTED,1,2011-11-26 10:41:00,1.37,13102,United Kingdom,1.37
564024,22633,HAND WARMER UNION JACK,5,2011-06-02 16:16:00,2.09,12756,United Kingdom,10.45
575572,21931,JUMBO STORAGE BAG SUKI,1,2011-04-10 18:54:00,1.82,13493,United Kingdom,1.82
581717,23298,SPOTTY BUNTING,4,2011-04-08 10:23:00,4.58,12516,United Kingdom,18.32
560061,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-02-07 07:56:00,4.79,12366,United Kingdom,4.79
537310,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-06-16 15:45:00,4.34,12496,United Kingdom,43.4
561802,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2010-12-01 17:07:00,3.69,13877,United Kingdom,36.9
